tsn,mv_code_name,birst_code_name,mv_external_product_name,birst_external_product_name,mv_partner_parent_name,birst_partner_parent_name,mv_service_state,birst_service_state,mv_dg_tivomax_promo,birst_dg_tivomax_promo,mv_dg_tivomax_adroll,birst_dg_tivomax_adroll,mv_dg_tivomax_noadroll,birst_dg_tivomax_noadroll,mv_dg_retail_tivo_s5_us,birst_dg_retail_tivo_s5_us,mv_dg_retail_tivo_s6_us,birst_dg_retail_tivo_s6_us,mv_dg_retail_tivo_s7_us,birst_dg_retail_tivo_s7_us,mv_dg_retail_tivo_notuner_s6_us,birst_dg_retail_tivo_notuner_s6_us,mv_dg_webkit_tivoplus,birst_dg_webkit_tivoplus,mv_series,birst_series,mv_dg_webkit_tubitv,birst_dg_webkit_tubitv,mv_dg_webkit_plutotv,birst_dg_webkit_plutotv,,code_name_status,external_product_name_status,partner_parent_name_status,service_state_status,dg_tivomax_promo_status,dg_tivomax_adroll_status,dg_tivomax_noadroll_status,dg_retail_tivo_s5_us_status,dg_retail_tivo_s6_us_status,dg_retail_tivo_s7_us_status,dg_retail_tivo_notuner_s6_us_status,dg_webkit_tivoplus_status,series_status,dg_webkit_tubitv_status,dg_webkit_plutotv_status
D6904F5051DA377,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005196114,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69022EE54A6E50,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160010BD3F57A1,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001E2F8A3,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00023550E0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002373E4D,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00023863F8,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00025F9335,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00025F9B25,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002652D6E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002692A7C,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003D47E6F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003D47EAD,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00018C75A3,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00018CF184,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002B17D2F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003AB9908,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004933157,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004938461,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000494916A,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004971925,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004983367,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004984014,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004990735,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004997364,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004997581,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000499921E,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005000669,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005024054,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005028170,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005079361,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000517704D,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6900772B3C6566,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690081DC61D7F5,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6908E66C90ED5D,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000500293E,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690A81EDF64A1F,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000303412D,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690B9282EE6476,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690BE790F104D5,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6902BB62545AD4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001865069,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001D49499,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001F7B287,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002491C17,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000276D3C7,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002ECC6D2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000324EC8A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A8F0F0000F380C6,TVE,TVE,Unmanaged,Unmanaged,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003ADB2F6,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003214274,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002A0CF6A,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003DB389E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000CCB79E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160DD2CBE31C0D,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160E4891F05DB8,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160EE10215BDDC,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000491615F,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000504907E,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000518089C,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005214092,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000521868A,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6901F316AA19D4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6905A701F5D382,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6907066C16EA76,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6908CC595A7B87,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C11BA5EE8C9,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E232A3B633B,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001D48EDD,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001D49661,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002610DD0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002B7F0A7,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003860123,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003976B98,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A8F0F0000D4FB62,TVE,TVE,Unmanaged,Unmanaged,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00010513D2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000496227A,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002A31775,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003DB39DB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D1604767D526198,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D160BBA3C224B5F,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004912367,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6903C8DB5E7204,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69050C76CF351E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
